Year  Day  Hour  Min  BzG     SPE    Den    Ey     AE    SYMh  
2017  224  18    45   0.93    575.7  2.88   -0.47  141   13    
2017  224  18    50   1.12    569    2.63   -0.71  117   13    
2017  224  18    55   0.93    571.3  2.77   -0.59  124   12    
2017  224  19    0    0.29    563.7  2.81   -0.41  166   12    
2017  224  19    5    NaN     562.8  2.95   -0.55  176   12    
2017  224  19    10   1.33    574.5  3.05   -0.77  186   7     
2017  224  19    15   0.63    569.5  3.02   -0.49  195   7     
2017  224  19    20   -0.46   564.2  2.78   0.24   290   10    
2017  224  19    25   0.1     563    2.81   -0.05  299   10    
2017  224  19    30   -0.23   575.4  2.8    0.13   261   10    
2017  224  19    35   1.06    568.3  2.83   -0.6   224   10    
2017  224  19    40   NaN     571    2.86   -0.18  235   12    
