Year  Day  Hour  Min  BzG     SPE    Den    Ey     AE    SYMh  
2017  226  21    0    0.89    448.9  2.45   -0.4   77    5     
2017  226  21    5    1.44    461.2  2.14   -0.75  63    4     
2017  226  21    10   1.59    455    2.78   -0.65  54    4     
2017  226  21    15   2.24    NaN    NaN    NaN    65    3     
2017  226  21    20   2.05    462.8  2.52   -0.95  64    3     
2017  226  21    25   2.26    460.3  2.64   -1.04  52    2     
2017  226  21    30   2.24    460.3  2.64   -1.01  45    3     
2017  226  21    35   2.26    461.2  2.74   -1.06  67    2     
2017  226  21    40   2.25    462.3  2.96   -1.04  71    3     
2017  226  21    45   2.06    464.1  2.58   -0.96  83    5     
2017  226  21    50   1.87    462.2  2.71   -0.85  61    5     
2017  226  21    55   0.52    446.9  2.68   -0.06  48    4     
2017  226  22    0    0.82    435.7  2.78   -0.41  46    4     
2017  226  22    5    0.53    443.2  2.89   -0.24  57    5     
2017  226  22    10   0.58    436.1  3.05   -0.26  77    5     
2017  226  22    15   0.52    435.9  2.71   -0.23  71    6     
2017  226  22    20   0.45    435    2.62   -0.2   50    6     
2017  226  22    25   1.26    437.4  2.59   -0.52  44    5     
2017  226  22    30   -0.84   431.5  3.11   0.36   42    5     
2017  226  22    35   -1.21   431.7  3.02   0.52   41    5     
2017  226  22    40   -0.98   430.8  2.97   0.42   46    5     
2017  226  22    45   -1.16   436.3  2.81   0.51   48    5     
2017  226  22    50   -1.17   436.5  3      0.52   49    5     
2017  226  22    55   -1.32   442.5  2.71   0.59   50    5     
2017  226  23    0    -1.36   440.3  2.85   0.62   48    5     
2017  226  23    5    -1.44   435.6  2.95   0.63   62    6     
2017  226  23    10   -1.43   433.6  2.84   0.62   69    5     
2017  226  23    15   -1.49   438.1  2.92   0.66   66    4     
2017  226  23    20   -1.97   437.4  2.95   0.86   72    4     
2017  226  23    25   -1.7    431.4  3.26   0.74   64    4     
2017  226  23    30   -1.68   436.8  3      0.73   73    4     
2017  226  23    35   -1.42   433.3  3.1    0.61   89    4     
2017  226  23    40   -2.13   435.5  2.96   0.85   74    5     
2017  226  23    45   -1.67   435.6  3.18   0.68   68    6     
2017  226  23    50   -0.98   422.7  3.47   0.41   70    6     
2017  226  23    55   -0.7    431.5  3.14   0.3    67    5     
2017  227  0     0    -0.48   438.6  2.96   0.21   69    5     
2017  227  0     5    -0.28   437.4  3.06   0.12   70    5     
2017  227  0     10   -0.11   442    3.16   0.05   66    5     
2017  227  0     15   0.48    456.7  2.95   -0.22  61    4     
2017  227  0     20   0.35    455.4  2.95   -0.16  64    4     
2017  227  0     25   0.19    455.3  2.93   -0.11  56    4     
2017  227  0     30   0.25    451.3  3.17   -0.11  60    4     
2017  227  0     35   0.28    448.8  3.27   -0.13  59    4     
2017  227  0     40   -0.4    453    2.9    0.18   55    4     
2017  227  0     45   -0.77   450.3  3.19   0.34   59    4     
2017  227  0     50   -0.72   449.7  3.25   0.32   61    4     
2017  227  0     55   -0.36   450.7  3.38   0.16   63    3     
2017  227  1     0    -0.18   450    3.33   0.08   64    4     
2017  227  1     5    0.03    452.9  3.39   0.03   68    3     
2017  227  1     10   0.42    456    3.41   -0.21  68    3     
2017  227  1     15   0.66    458.1  3.48   -0.3   66    3     
2017  227  1     20   0.46    459.7  3.51   -0.21  62    2     
2017  227  1     25   0.2     458.1  3.52   -0.09  59    3     
2017  227  1     30   -0.11   457.1  3.47   0.05   63    2     
2017  227  1     35   -0.3    456.8  3.47   0.14   63    1     
2017  227  1     40   -0.25   457.8  3.87   0.12   60    2     
2017  227  1     45   -0.36   457    3.58   0.17   59    1     
2017  227  1     50   -0.73   456.6  3.56   0.33   63    2     
2017  227  1     55   -1.1    456.2  3.45   0.56   62    3     
2017  227  2     0    -0.66   455.7  3.26   0.3    68    3     
2017  227  2     5    -0.75   454.7  3.31   0.35   69    4     
2017  227  2     10   -0.66   454.9  3.57   0.3    83    4     
2017  227  2     15   -0.59   455    3.84   0.27   79    3     
2017  227  2     20   -0.72   456.1  3.75   0.33   76    3     
2017  227  2     25   -0.87   455.9  3.56   0.42   73    3     
2017  227  2     30   -0.45   450.3  3.74   0.2    71    4     
2017  227  2     35   -0.38   448.1  3.44   0.18   73    4     
2017  227  2     40   -0.38   446.8  3.4    0.17   77    4     
2017  227  2     45   0.27    434.9  3.78   -0.01  81    4     
2017  227  2     50   0.64    412.6  4.12   -0.27  93    3     
2017  227  2     55   0.86    413.4  3.83   -0.35  NaN   2     
2017  227  3     0    0.94    413.6  3.95   -0.39  88    2     
2017  227  3     5    0.94    413.7  4      -0.37  87    2     
2017  227  3     10   0.92    409.7  3.77   -0.38  82    1     
2017  227  3     15   0.85    408.9  4.13   -0.34  74    2     
2017  227  3     20   0.93    409.1  3.86   -0.39  71    2     
2017  227  3     25   0.92    408    3.94   -0.37  77    2     
2017  227  3     30   0.89    409.7  3.96   -0.34  89    2     
2017  227  3     35   0.85    410.4  4.04   -0.35  89    2     
2017  227  3     40   0.52    413.6  3.88   -0.25  NaN   2     
2017  227  3     45   0.56    412.1  3.81   -0.24  87    3     
2017  227  3     50   0.49    412.2  3.75   -0.17  104   2     
2017  227  3     55   0.41    412.4  3.92   -0.18  111   2     
2017  227  4     0    0.28    412.4  3.86   -0.12  107   2     
2017  227  4     5    0.23    413.1  4.09   -0.1   92    2     
2017  227  4     10   0.13    413    4.1    0.01   85    3     
2017  227  4     15   0.1     409.1  3.97   -0.05  78    4     
2017  227  4     20   0.29    407.8  4.09   -0.13  76    4     
2017  227  4     25   0.39    407.3  4.03   -0.15  80    4     
2017  227  4     30   0.39    406.7  4.07   -0.16  78    4     
2017  227  4     35   0.24    407.2  4.12   -0.1   73    4     
2017  227  4     40   0.26    409.6  3.76   -0.11  61    4     
2017  227  4     45   0.28    408.5  3.67   -0.12  73    4     
2017  227  4     50   0.66    410.2  4.03   -0.32  72    6     
2017  227  4     55   -1.25   415.8  3.08   0.54   81    6     
2017  227  5     0    -0.91   417.1  3.29   0.38   100   7     
2017  227  5     5    -0.72   417.8  3.26   0.3    111   6     
2017  227  5     10   -0.76   421.4  3.26   0.33   147   6     
2017  227  5     15   -0.55   413.9  3.44   0.23   167   6     
2017  227  5     20   -0.75   419.5  3.16   0.32   171   6     
2017  227  5     25   -0.68   416.5  3.37   0.28   197   6     
2017  227  5     30   -0.27   412.6  3.54   0.12   165   5     
2017  227  5     35   -0.16   414    3.98   0.02   113   4     
2017  227  5     40   -0.48   410    3.41   0.2    93    4     
2017  227  5     45   -0.4    410.3  3.49   0.15   76    4     
2017  227  5     50   -0.74   411.6  3.33   0.26   117   4     
2017  227  5     55   0.15    410.1  3.36   -0.07  133   5     
2017  227  6     0    0.05    407.9  3.44   -0.02  101   6     
2017  227  6     5    0.26    404.4  3.44   -0.13  106   7     
2017  227  6     10   0.25    405.4  3.49   -0.09  101   8     
2017  227  6     15   0.37    404.3  3.28   -0.08  116   7     
2017  227  6     20   0.72    403.6  3.14   -0.31  103   7     
2017  227  6     25   0.14    407.8  3.39   -0.06  96    7     
2017  227  6     30   1.2     409.4  3.38   -0.49  81    7     
2017  227  6     35   0.97    409.9  3.28   -0.4   73    6     
2017  227  6     40   1.71    411.3  3.28   -0.7   66    6     
2017  227  6     45   2.22    412.3  3.51   -0.92  61    6     
2017  227  6     50   1.91    412.3  3.59   -0.78  60    6     
2017  227  6     55   2.06    411.3  3.46   -0.83  51    7     
2017  227  7     0    2.21    411.7  3.62   -0.91  52    7     
2017  227  7     5    1.95    412.6  3.4    -0.8   61    7     
2017  227  7     10   1.81    410.7  3.18   -0.74  64    6     
2017  227  7     15   1.78    408.3  3.1    -0.71  72    7     
2017  227  7     20   0.74    410.8  3.81   -0.3   63    8     
2017  227  7     25   0.62    410.2  3.62   -0.26  57    8     
2017  227  7     30   0.87    414.6  3.95   -0.36  66    8     
2017  227  7     35   0.94    414.1  4.03   -0.39  56    8     
2017  227  7     40   0.84    414.5  3.82   -0.35  60    NaN   
2017  227  7     45   0.64    414.4  3.83   -0.27  58    NaN   
2017  227  7     50   0.77    415.5  3.94   -0.32  59    NaN   
2017  227  7     55   0.67    414.1  3.9    -0.27  58    8     
2017  227  8     0    NaN     415.3  3.53   -0.41  58    8     
2017  227  8     5    0.78    411.9  3.93   -0.32  59    8     
2017  227  8     10   0.04    412.4  3.8    -0.02  58    7     
2017  227  8     15   -0.1    413.3  3.71   0      59    8     
2017  227  8     20   -0.06   413.4  4.08   0.04   57    7     
2017  227  8     25   -0.04   413.3  3.85   -0.04  59    6     
2017  227  8     30   -0.57   414.7  3.7    0.25   57    7     
2017  227  8     35   -0.23   414.4  3.76   0.1    59    7     
2017  227  8     40   0.36    413.8  3.76   -0.15  62    8     
2017  227  8     45   -0.51   415.7  3.91   0.21   68    7     
2017  227  8     50   -0.87   419.1  3.97   0.35   71    8     
2017  227  8     55   -1.01   417.7  3.97   0.42   72    7     
2017  227  NaN   0    -0.5    416.4  3.84   0.39   78    6     
2017  227  NaN   5    0.69    418.4  3.85   -0.38  76    7     
2017  227  NaN   10   1.71    407.3  3.61   -0.69  74    6     
2017  227  NaN   15   2.08    408.3  3.46   -0.85  77    5     
2017  227  NaN   20   2.33    407.1  3.12   -0.95  74    3     
2017  227  NaN   25   2.6     407.2  3.1    -1.06  74    1     
2017  227  NaN   30   2.82    408    3.08   -1.18  63    1     
2017  227  NaN   35   2.59    407.2  3.19   -1.06  58    0     
2017  227  NaN   40   2.4     405.7  3.22   -1     57    1     
2017  227  NaN   45   2.8     405.3  3.54   -1.13  51    1     
2017  227  NaN   50   2.56    408.7  3.38   -1.04  47    2     
2017  227  NaN   55   2.29    410.1  3.48   -0.91  44    2     
2017  227  10    0    2       405.7  3.11   -0.81  41    2     
2017  227  10    5    2.36    405.9  3.19   -0.95  38    3     
2017  227  10    10   2.23    400.9  3.03   -0.9   36    3     
2017  227  10    15   2.11    400.9  3.12   -0.87  36    3     
2017  227  10    20   1.89    400.1  3.09   -0.74  40    3     
2017  227  10    25   1.7     400.4  3.05   -0.68  39    4     
2017  227  10    30   2.75    406.1  2.98   -1.12  38    4     
2017  227  10    35   2.48    404    3.28   -0.95  40    4     
2017  227  10    40   1.86    400.5  3.28   -0.74  38    5     
2017  227  10    45   1.58    398.2  3.27   -0.63  40    5     
2017  227  10    50   1.38    396.7  3.07   -0.55  38    4     
2017  227  10    55   1.5     394.6  2.96   -0.59  45    4     
2017  227  11    0    1.48    395.4  2.96   -0.59  80    5     
2017  227  11    5    1.52    395.9  2.95   -0.6   56    5     
2017  227  11    10   1.31    396.1  2.8    -0.61  43    5     
2017  227  11    15   1.16    397.6  4.02   -0.48  43    6     
2017  227  11    20   1.06    401.8  3.93   -0.41  48    6     
2017  227  11    25   1.11    400.9  3.84   -0.45  52    6     
2017  227  11    30   1.19    402.2  3.64   -0.48  50    6     
2017  227  11    35   1.13    402    3.72   -0.45  50    6     
2017  227  11    40   1.16    403.1  3.23   -0.52  50    6     
2017  227  11    45   1.24    402.3  3.27   -0.5   48    6     
2017  227  11    50   0.96    403.2  3.08   -0.39  47    6     
2017  227  11    55   1.03    404.2  3.09   -0.42  49    6     
2017  227  12    0    0.94    404.4  3.13   -0.36  50    6     
2017  227  12    5    0.77    402    3.18   -0.31  49    6     
2017  227  12    10   0.68    400.5  3.4    -0.29  49    6     
2017  227  12    15   0.61    395.1  3.83   -0.24  49    5     
2017  227  12    20   0.75    397.1  3.3    -0.3   54    5     
2017  227  12    25   0.5     396.4  3.32   -0.2   55    5     
2017  227  12    30   0.48    396.8  3.31   -0.19  62    5     
2017  227  12    35   0.74    398.3  3.6    -0.29  58    5     
2017  227  12    40   0.68    398.7  4.19   -0.28  69    5     
2017  227  12    45   0.93    395.2  4.08   -0.36  61    5     
2017  227  12    50   0.34    398.5  3.83   -0.13  59    6     
2017  227  12    55   0.92    398.1  3.69   -0.37  68    6     
2017  227  13    0    1.27    399.3  3.63   -0.51  60    6     
2017  227  13    5    1.6     395.8  3.71   -0.63  63    6     
2017  227  13    10   1.66    394.7  3.69   -0.65  63    6     
2017  227  13    15   1.72    397.1  3.74   -0.67  62    6     
2017  227  13    20   1.79    397.2  3.63   -0.68  64    6     
2017  227  13    25   1.69    400    3.79   -0.68  78    6     
2017  227  13    30   1.53    395.9  3.85   -0.61  78    6     
2017  227  13    35   1.47    393.6  3.85   -0.57  69    7     
2017  227  13    40   1.49    395.4  3.9    -0.59  63    7     
2017  227  13    45   1.32    394.3  4      -0.52  64    7     
2017  227  13    50   1.44    395.6  3.92   -0.57  78    7     
2017  227  13    55   1.41    394.9  4.17   -0.56  75    7     
2017  227  14    0    1.2     395.1  4.21   -0.47  86    7     
2017  227  14    5    1.24    394    4.21   -0.49  78    7     
2017  227  14    10   1.05    394.2  4.1    -0.41  73    7     
2017  227  14    15   0.68    392.4  4.22   -0.27  67    7     
2017  227  14    20   0.48    392.5  4.42   -0.18  68    8     
2017  227  14    25   0       393.2  4.92   0.07   64    8     
2017  227  14    30   0       392.9  4.49   -0.14  64    8     
2017  227  14    35   0.16    393.4  4.54   -0.06  65    NaN   
2017  227  14    40   0.96    393.6  4.52   -0.39  71    NaN   
2017  227  14    45   0.73    394.6  4.56   -0.29  94    NaN   
2017  227  14    50   0.85    394.4  4.44   -0.34  89    NaN   
2017  227  14    55   0.73    393.6  4.62   -0.29  75    NaN   
2017  227  15    0    0.63    391.5  4.52   -0.24  74    8     
2017  227  15    5    0.56    391.4  4.79   -0.22  75    NaN   
2017  227  15    10   0.32    391    4.98   -0.12  70    NaN   
2017  227  15    15   0.64    389.2  4.27   -0.26  66    NaN   
2017  227  15    20   0.57    390.6  4.36   -0.22  81    NaN   
2017  227  15    25   0.49    390.5  4.53   -0.18  61    NaN   
2017  227  15    30   0.74    390.6  5.75   -0.31  69    NaN   
2017  227  15    35   0.75    391.4  5.86   -0.31  65    10    
2017  227  15    40   0.72    390.8  5.21   -0.28  65    10    
2017  227  15    45   0.51    391    4.38   -0.21  53    10    
2017  227  15    50   0.63    390.2  4.17   -0.25  58    11    
2017  227  15    55   0.64    389.4  4.13   -0.24  32    11    
2017  227  16    0    0.48    391.1  4.27   -0.2   56    11    
2017  227  16    5    0.35    389.7  4.09   -0.15  47    11    
2017  227  16    10   0.67    388.4  4.27   -0.28  46    12    
2017  227  16    15   0.7     389.4  4.45   -0.3   48    12    
2017  227  16    20   0.58    389.1  4.24   -0.24  48    13    
2017  227  16    25   0.77    391.4  4.55   -0.3   45    13    
2017  227  16    30   0.71    391.9  4.61   -0.28  41    13    
2017  227  16    35   0.76    389.3  4.63   -0.3   37    13    
2017  227  16    40   0.82    388.1  4.61   -0.32  34    13    
2017  227  16    45   0.81    386.7  5.05   -0.32  35    14    
2017  227  16    50   0.67    385.8  4.94   -0.26  37    14    
2017  227  16    55   1.02    389.2  4.69   -0.4   35    14    
2017  227  17    0    1.08    390.7  4.62   -0.43  32    14    
2017  227  17    5    0.66    386.2  4.62   -0.25  31    14    
2017  227  17    10   0.73    387.4  4.65   -0.28  30    14    
2017  227  17    15   1.03    387.4  4.74   -0.4   30    14    
2017  227  17    20   0.65    391.9  4.57   -0.26  28    14    
2017  227  17    25   -0.03   384.7  4.79   0      30    14    
2017  227  17    30   0.14    382.6  4.84   -0.06  32    14    
2017  227  17    35   0.43    383.5  4.95   -0.16  30    14    
2017  227  17    40   0.31    382.1  4.69   -0.06  29    13    
2017  227  17    45   -0.2    379.2  5.25   0.06   39    12    
2017  227  17    50   0.11    383.5  5.54   -0.07  38    12    
2017  227  17    55   0.15    381    6.07   -0.06  30    12    
2017  227  18    0    0.14    382.7  5.15   -0.05  34    12    
2017  227  18    5    0.17    381.2  4.6    -0.06  27    11    
2017  227  18    10   0.14    381.4  4.6    -0.06  25    12    
2017  227  18    15   0.17    380.6  4.42   -0.07  18    12    
2017  227  18    20   0.17    380.2  4.45   -0.07  24    12    
2017  227  18    25   0.13    380.2  4.5    -0.05  31    12    
2017  227  18    30   0.1     379.7  4.71   -0.04  27    13    
2017  227  18    35   -0.01   380.4  5.08   0      26    13    
2017  227  18    40   0.23    381.9  5.03   -0.08  32    14    
2017  227  18    45   0.4     382.7  5.11   -0.15  33    15    
2017  227  18    50   0.15    383.3  5.3    -0.06  37    16    
2017  227  18    55   -0.01   382.8  5.4    0      47    17    
2017  227  19    0    0.18    380.9  5.47   -0.07  51    16    
2017  227  19    5    0.13    377.8  5.67   -0.05  39    16    
2017  227  19    10   0.24    378.8  5.25   -0.09  41    16    
2017  227  19    15   0.73    377.6  5.47   -0.28  37    15    
2017  227  19    20   1.32    379.7  6.14   -0.5   34    15    
2017  227  19    25   1.35    384.4  6.48   -0.56  35    15    
2017  227  19    30   1.12    377.8  6.24   -0.41  28    15    
2017  227  19    35   1.33    379.7  6.29   -0.49  28    16    
2017  227  19    40   0.56    373.6  6.33   -0.21  31    16    
2017  227  19    45   0.33    374.7  6.92   -0.11  31    16    
2017  227  19    50   -0.28   373.3  7.44   0.1    35    15    
2017  227  19    55   -0.2    373.7  7.85   0.07   55    16    
2017  227  20    0    0.1     373.9  7.4    -0.04  62    16    
2017  227  20    5    0.04    373.5  7.53   -0.01  63    16    
2017  227  20    10   -0.17   373.3  7.47   0.06   47    16    
2017  227  20    15   -0.14   372    8.02   0.05   34    16    
2017  227  20    20   -0.35   376.2  7.45   0.13   35    17    
2017  227  20    25   -0.57   375    7.5    0.21   35    16    
2017  227  20    30   -0.47   374.4  7.62   0.18   36    16    
2017  227  20    35   -0.41   371.4  7.68   0.15   37    16    
2017  227  20    40   -0.39   371    7.91   0.14   37    16    
2017  227  20    45   -0.34   371.1  7.74   0.15   37    16    
2017  227  20    50   -0.43   373.5  7.66   0.16   37    15    
2017  227  20    55   -0.6    372.6  7.92   0.2    74    14    
2017  227  21    0    -0.7    376.5  8.08   0.26   93    13    
2017  227  21    5    -0.67   376.7  7.77   0.27   91    13    
2017  227  21    10   -0.77   378.6  7.54   0.32   76    14    
2017  227  21    15   -0.95   375.3  7.99   0.36   54    14    
2017  227  21    20   -0.89   378.6  7.53   0.41   41    15    
2017  227  21    25   -0.92   376.9  7.96   0.35   36    14    
2017  227  21    30   -1.26   376.9  7.89   0.46   36    14    
2017  227  21    35   -1.09   377    7.9    0.41   37    14    
2017  227  21    40   -1.06   377.2  7.81   0.4    39    13    
2017  227  21    45   -0.99   376.8  8.05   0.38   44    14    
2017  227  21    50   -1.08   373.8  8.6    0.39   53    13    
2017  227  21    55   -0.96   375.3  8.23   0.37   42    13    
2017  227  22    0    -1.09   NaN    NaN    NaN    37    13    
2017  227  22    5    -1.21   373.9  8.67   0.46   38    12    
2017  227  22    10   -1.17   NaN    NaN    NaN    35    13    
2017  227  22    15   -1.23   NaN    NaN    NaN    38    13    
2017  227  22    20   -1.19   373.8  8.21   0.43   38    13    
2017  227  22    25   -1.02   NaN    NaN    NaN    42    12    
2017  227  22    30   -0.98   NaN    NaN    NaN    40    11    
2017  227  22    35   -1.14   375    8.14   0.45   36    11    
2017  227  22    40   -0.72   371.7  9.35   0.27   39    11    
2017  227  22    45   -1.39   370.1  9.66   0.54   40    10    
2017  227  22    50   -1.46   375.1  8.59   0.55   40    11    
2017  227  22    55   -1.35   372.2  9.16   0.5    45    11    
2017  227  23    0    -1.44   371.2  9.19   0.54   45    11    
2017  227  23    5    -1.24   371.7  9.06   0.46   50    11    
2017  227  23    10   -1.27   372.4  8.95   0.47   49    11    
2017  227  23    15   -1.21   374    8.72   0.45   58    11    
2017  227  23    20   -1.16   370.3  8.97   0.45   71    11    
2017  227  23    25   -1.14   367.2  10.08  0.42   74    11    
2017  227  23    30   -1      366.5  10.31  0.39   85    11    
2017  227  23    35   -0.99   368.6  9.44   0.36   94    11    
2017  227  23    40   -0.87   367.2  10.11  0.39   106   11    
2017  227  23    45   -0.67   371.7  8.72   0.21   107   12    
2017  227  23    50   -0.22   371    8.64   0.06   97    12    
2017  227  23    55   -0.26   370.6  8.83   NaN    97    12    
2017  228  0     0    -0.36   370.5  9.51   0.13   86    12    
2017  228  0     5    -0.32   370.1  10.03  0.12   69    12    
2017  228  0     10   -0.52   370.4  10.08  0.2    69    13    
2017  228  0     15   -0.78   370    10.17  0.29   66    12    
2017  228  0     20   -0.93   369.6  10.36  0.35   68    12    
2017  228  0     25   -0.93   367.4  10.67  0.34   70    12    
2017  228  0     30   -0.92   365.8  10.69  0.34   66    12    
2017  228  0     35   -1.02   366.1  10.92  0.38   62    12    
2017  228  0     40   -1.18   365.9  11.15  0.43   63    11    
2017  228  0     45   -1.37   364.7  11.32  0.5    64    11    
2017  228  0     50   -1.36   364.9  11.54  0.5    61    10    
2017  228  0     55   -1.14   366    12.35  0.41   57    10    
2017  228  1     0    -1.18   366.1  12.5   0.44   53    10    
2017  228  1     5    -1.36   NaN    NaN    NaN    40    10    
2017  228  1     10   -1.54   365.8  12.05  0.56   46    11    
2017  228  1     15   -1.48   365.7  12.32  0.53   48    13    
2017  228  1     20   -1.63   364.9  12.12  0.59   51    14    
2017  228  1     25   -1.69   364.2  11.85  0.6    55    15    
2017  228  1     30   -1.98   NaN    NaN    NaN    57    16    
2017  228  1     35   -2.25   NaN    NaN    NaN    57    16    
2017  228  1     40   -2.17   364.8  11.87  0.79   56    16    
2017  228  1     45   -1.76   364.7  12.53  0.64   54    16    
2017  228  1     50   -2.17   366.5  12.29  0.8    61    16    
2017  228  1     55   -2.08   369.8  12.21  0.77   65    16    
2017  228  2     0    -1.78   369.9  11.34  0.66   61    16    
2017  228  2     5    -1.01   366.6  10.39  0.37   66    16    
2017  228  2     10   -2.02   368.8  8.26   0.74   71    13    
2017  228  2     15   0.83    363.7  6.23   -0.3   64    NaN   
2017  228  2     20   1.21    367.8  6.7    -0.45  59    7     
2017  228  2     25   2.26    372.1  6.27   -0.84  54    7     
2017  228  2     30   2.41    372    6.36   -0.9   58    7     
2017  228  2     35   2.5     370    6.28   -0.92  78    8     
2017  228  2     40   2.74    366.9  6.2    -1.01  78    8     
2017  228  2     45   2.79    368.5  5.95   -1.1   66    7     
2017  228  2     50   2.35    366.6  5.81   -0.84  64    7     
2017  228  2     55   1.47    367.8  6.1    -0.51  55    8     
2017  228  3     0    2.07    367.2  6.53   -0.78  50    8     
2017  228  3     5    2.38    363.8  5.83   -0.89  45    8     
2017  228  3     10   2.06    365.9  6.04   -0.74  43    7     
2017  228  3     15   1.72    363.8  5.93   -0.63  41    7     
2017  228  3     20   2.26    364.4  5.52   -0.84  43    6     
2017  228  3     25   2.34    359.1  5.4    -0.83  43    6     
2017  228  3     30   2.37    362.1  7.63   -0.86  41    6     
2017  228  3     35   2.51    NaN    NaN    NaN    42    7     
2017  228  3     40   2.45    359.7  5.93   -0.88  42    7     
2017  228  3     45   2.5     357.6  6.41   -0.89  39    7     
2017  228  3     50   2.54    NaN    NaN    NaN    37    7     
2017  228  3     55   2.47    360.7  5.75   -0.85  39    7     
2017  228  4     0    2.45    358.4  6.47   -0.88  35    7     
2017  228  4     5    2.5     NaN    NaN    NaN    33    7     
2017  228  4     10   2.31    360.1  5.29   -0.69  32    7     
2017  228  4     15   2.38    358.8  5.8    -0.84  32    7     
2017  228  4     20   2.18    356.1  6.83   -0.84  33    7     
2017  228  4     25   2.38    356.6  6.54   -0.95  35    7     
2017  228  4     30   2.2     361.2  6.58   -0.74  31    8     
2017  228  4     35   -1.05   360.6  6.18   0.38   32    8     
2017  228  4     40   -0.9    360.8  6.31   0.33   30    5     
2017  228  4     45   -1.09   361    6.13   0.46   27    5     
2017  228  4     50   -0.31   359.2  6.25   0.17   28    5     
2017  228  4     55   -0.17   358.5  6.55   0.29   32    5     
2017  228  5     0    -0.5    359    5.93   0.08   40    5     
2017  228  5     5    -0.66   358.6  6.01   0.07   44    6     
2017  228  5     10   -0.76   361.5  5.83   0.23   44    6     
2017  228  5     15   -1.2    361.4  6.21   0.43   42    6     
2017  228  5     20   -1.78   361.3  5.9    0.64   35    5     
2017  228  5     25   -1.85   359.8  5.82   0.67   41    5     
2017  228  5     30   -2.33   360.7  5.83   0.84   52    5     
2017  228  5     35   -2.95   361.2  5.63   1.07   60    5     
2017  228  5     40   -2.39   361.4  5.79   0.86   62    5     
2017  228  5     45   -2.08   363.3  5.3    0.76   71    4     
2017  228  5     50   -2.71   361.9  5.59   0.98   82    4     
2017  228  5     55   -2.44   362.8  5.5    0.88   NaN   4     
2017  228  6     0    -2.58   363.4  5.31   0.94   100   5     
2017  228  6     5    -2.89   362.9  5.34   1.05   116   3     
2017  228  6     10   -2.53   364.1  5.2    0.92   182   4     
2017  228  6     15   -2.62   361.4  5.63   0.95   236   4     
2017  228  6     20   -3.84   370    5.14   1.41   280   5     
2017  228  6     25   -3.84   373.2  4.87   1.43   328   5     
2017  228  6     30   -3.45   373    5.63   1.23   296   5     
2017  228  6     35   -3.7    374.5  5.81   1.36   245   4     
2017  228  6     40   -3.75   NaN    NaN    NaN    232   3     
2017  228  6     45   -3.69   376    5.5    1.39   199   2     
2017  228  6     50   -4.06   376.2  4.81   1.54   199   0     
2017  228  6     55   -3.75   373.8  5.16   1.4    217   -2    
2017  228  7     0    -3.55   369.9  5.19   1.31   259   -2    
2017  228  7     5    -3.5    370.8  5.05   1.3    277   -2    
2017  228  7     10   -2.98   368.2  5.02   1.08   278   -3    
2017  228  7     15   -3.33   368.5  4.97   1.22   235   -4    
2017  228  7     20   -2.7    366.7  4.78   NaN    221   -5    
2017  228  7     25   -2.48   370.7  4.46   0.92   237   -6    
2017  228  7     30   -2.6    367.3  4.34   0.95   245   -6    
2017  228  7     35   -2.74   367.3  4.21   1      290   -7    
2017  228  7     40   -2.5    365.3  4.2    0.91   277   -8    
2017  228  7     45   -2.42   365.2  4.28   0.88   273   -8    
2017  228  7     50   -1.77   366    4.56   0.65   250   -7    
2017  228  7     55   -1.67   364.5  4.67   0.61   226   -7    
2017  228  8     0    -1.72   364.2  4.76   0.62   242   -7    
2017  228  8     5    -1.32   366    4.8    0.48   233   -7    
2017  228  8     10   -1.36   363    4.54   0.49   220   -7    
2017  228  8     15   -1.47   362.7  4.49   0.54   177   -7    
2017  228  8     20   -1.08   361.7  4.44   0.39   159   -6    
2017  228  8     25   -0.43   361.6  4.43   0.16   150   -6    
2017  228  8     30   -0.38   360.9  4.39   0.14   143   -6    
2017  228  8     35   -0.36   359.5  4.29   0.13   181   -5    
2017  228  8     40   -0.29   359.6  4.84   0.1    163   -5    
2017  228  8     45   -0.34   361.5  4.69   0.12   155   -4    
2017  228  8     50   -0.72   361.7  4.64   0.26   156   -4    
2017  228  8     55   -0.21   363.9  4.79   NaN    131   -3    
2017  228  NaN   0    -0.6    363    5.19   0.22   116   -3    
2017  228  NaN   5    -0.86   362.5  5.22   0.31   131   -2    
2017  228  NaN   10   -1.03   362.7  5.32   0.34   106   -1    
2017  228  NaN   15   -2.12   361.7  5.59   0.77   96    -1    
2017  228  NaN   20   -2.29   364.3  5.67   0.83   87    0     
2017  228  NaN   25   -2.07   362.3  6.06   0.75   69    2     
2017  228  NaN   30   -1.46   357.9  7.53   0.52   74    2     
2017  228  NaN   35   -1.93   356.3  9.02   0.69   NaN   5     
2017  228  NaN   40   -1.36   355.1  9.35   0.48   117   7     
2017  228  NaN   45   -1.27   NaN    NaN    NaN    120   6     
2017  228  NaN   50   -1.39   NaN    NaN    NaN    100   7     
2017  228  NaN   55   -1.46   356.5  9.43   0.5    106   7     
2017  228  10    0    -1.63   356.2  9.27   0.58   96    7     
2017  228  10    5    -2.72   356.3  8.73   0.97   94    7     
2017  228  10    10   -3.09   357.3  9.01   1.11   91    7     
2017  228  10    15   -3.32   357.2  9.34   1.19   NaN   8     
2017  228  10    20   -3.86   356.3  9.08   1.38   118   8     
2017  228  10    25   -3.81   358.5  9.39   1.36   138   8     
